사용자아이디,영화아이디,평점,타임스탬프,성별,연령,직업,지역,영화제목,장르
817,34,5,975388687,M,18,4,41076,Babe (1995),Children's|Comedy|Drama
824,34,4,975377658,M,35,12,94530,Babe (1995),Children's|Comedy|Drama
837,34,4,975360920,M,56,7,8540,Babe (1995),Children's|Comedy|Drama
839,34,5,975361519,M,25,0,98103,Babe (1995),Children's|Comedy|Drama
840,34,5,986501675,F,25,3,2828,Babe (1995),Children's|Comedy|Drama
846,34,5,984455766,M,25,5,80209,Babe (1995),Children's|Comedy|Drama
849,34,3,975349808,M,25,3,75006,Babe (1995),Children's|Comedy|Drama
854,34,3,975351991,F,25,16,44092,Babe (1995),Children's|Comedy|Drama
855,34,4,975465678,F,18,2,72701,Babe (1995),Children's|Comedy|Drama
858,34,5,975344330,M,35,14,10013,Babe (1995),Children's|Comedy|Drama
861,34,4,975342167,M,25,7,37027,Babe (1995),Children's|Comedy|Drama
862,34,2,975340311,M,35,7,10019,Babe (1995),Children's|Comedy|Drama
869,34,5,975394436,M,18,20,92026,Babe (1995),Children's|Comedy|Drama
872,34,4,975341500,M,50,1,20815,Babe (1995),Children's|Comedy|Drama
877,34,4,975272268,M,25,0,90631,Babe (1995),Children's|Comedy|Drama
881,34,3,975265020,M,18,14,76401,Babe (1995),Children's|Comedy|Drama
884,34,5,1019867791,M,1,10,49454,Babe (1995),Children's|Comedy|Drama
887,34,4,975256003,F,56,16,55345,Babe (1995),Children's|Comedy|Drama
889,34,4,975250118,M,45,20,10024,Babe (1995),Children's|Comedy|Drama
890,34,5,975467838,M,18,4,92153,Babe (1995),Children's|Comedy|Drama
895,34,4,975221333,M,50,1,34683,Babe (1995),Children's|Comedy|Drama
899,34,4,975218145,F,25,1,30605,Babe (1995),Children's|Comedy|Drama
904,34,4,975974151,M,35,20,92308,Babe (1995),Children's|Comedy|Drama
911,34,3,975257837,M,50,0,98226,Babe (1995),Children's|Comedy|Drama
918,34,5,978241063,F,45,1,91901,Babe (1995),Children's|Comedy|Drama
921,34,4,975203807,M,25,17,92084,Babe (1995),Children's|Comedy|Drama
922,34,5,975214544,M,56,16,48009,Babe (1995),Children's|Comedy|Drama
924,34,4,975200787,M,50,17,98642,Babe (1995),Children's|Comedy|Drama
925,34,2,975197649,F,35,3,48073,Babe (1995),Children's|Comedy|Drama
927,34,3,975193997,F,25,20,91105,Babe (1995),Children's|Comedy|Drama
928,34,3,975195421,F,56,16,98199,Babe (1995),Children's|Comedy|Drama
933,34,3,975185949,M,45,1,49419,Babe (1995),Children's|Comedy|Drama
934,34,4,991940684,F,35,7,97401,Babe (1995),Children's|Comedy|Drama
936,34,3,975439656,M,18,4,34567,Babe (1995),Children's|Comedy|Drama
937,34,4,992555342,M,25,15,60513,Babe (1995),Children's|Comedy|Drama
949,34,5,975224871,M,50,17,96753,Babe (1995),Children's|Comedy|Drama
952,34,4,975137066,M,56,16,97478,Babe (1995),Children's|Comedy|Drama
955,34,4,975134031,F,50,7,94941,Babe (1995),Children's|Comedy|Drama
956,34,5,975130511,M,35,1,55104,Babe (1995),Children's|Comedy|Drama
957,34,5,977202161,M,35,1,29706,Babe (1995),Children's|Comedy|Drama
960,34,3,975123465,M,1,10,45244,Babe (1995),Children's|Comedy|Drama
963,34,5,975119549,M,25,0,48197,Babe (1995),Children's|Comedy|Drama
964,34,5,975117751,M,25,7,94123,Babe (1995),Children's|Comedy|Drama
966,34,5,975115598,M,56,2,92262,Babe (1995),Children's|Comedy|Drama
983,34,4,975100428,F,25,16,99224,Babe (1995),Children's|Comedy|Drama
984,34,4,975112424,M,50,16,92129,Babe (1995),Children's|Comedy|Drama
990,34,4,975872077,M,18,6,10004,Babe (1995),Children's|Comedy|Drama
997,34,4,975205697,M,1,19,15748,Babe (1995),Children's|Comedy|Drama
999,34,3,975363278,M,25,15,62558,Babe (1995),Children's|Comedy|Drama
1004,34,5,975047749,M,25,3,95136,Babe (1995),Children's|Comedy|Drama
1005,34,5,975038063,M,35,11,8003,Babe (1995),Children's|Comedy|Drama
1010,34,5,975221039,M,25,0,10310,Babe (1995),Children's|Comedy|Drama
1015,34,4,975017380,M,35,3,11220,Babe (1995),Children's|Comedy|Drama
1017,34,1,975009783,M,35,0,30906,Babe (1995),Children's|Comedy|Drama
1019,34,3,982948458,M,35,1,60640,Babe (1995),Children's|Comedy|Drama
1032,34,5,974997746,M,50,16,19425,Babe (1995),Children's|Comedy|Drama
1038,34,5,974988857,F,56,15,20194,Babe (1995),Children's|Comedy|Drama
1045,34,4,974966139,F,1,10,77477,Babe (1995),Children's|Comedy|Drama
1049,34,5,974962923,M,45,14,95002,Babe (1995),Children's|Comedy|Drama
1050,34,3,974963155,M,25,1,97302,Babe (1995),Children's|Comedy|Drama
1051,34,5,974959098,F,25,0,60513,Babe (1995),Children's|Comedy|Drama
1054,34,5,975101948,M,1,10,75040,Babe (1995),Children's|Comedy|Drama
1059,34,4,974950741,F,25,0,97213,Babe (1995),Children's|Comedy|Drama
1062,34,4,975054748,M,50,19,59457,Babe (1995),Children's|Comedy|Drama
1068,34,4,975015244,F,18,4,77581,Babe (1995),Children's|Comedy|Drama
1069,34,5,974943051,M,25,20,98105,Babe (1995),Children's|Comedy|Drama
1072,34,1,974941619,F,35,7,7601,Babe (1995),Children's|Comedy|Drama
1076,34,4,974938698,F,25,3,27606,Babe (1995),Children's|Comedy|Drama
1077,34,4,975986452,M,25,3,60660,Babe (1995),Children's|Comedy|Drama
1078,34,2,974939181,F,45,9,95661,Babe (1995),Children's|Comedy|Drama
1082,34,5,974938000,M,45,7,48170,Babe (1995),Children's|Comedy|Drama
1083,34,4,974934630,M,56,0,27705,Babe (1995),Children's|Comedy|Drama
1084,34,2,974946858,M,1,19,3226,Babe (1995),Children's|Comedy|Drama
1088,34,4,977340535,F,1,10,98103,Babe (1995),Children's|Comedy|Drama
1089,34,4,974930764,M,35,6,37853,Babe (1995),Children's|Comedy|Drama
1094,34,3,974929984,F,18,0,92626,Babe (1995),Children's|Comedy|Drama
1100,34,4,974924042,M,25,0,60090,Babe (1995),Children's|Comedy|Drama
1102,34,1,974923561,M,18,1,55408,Babe (1995),Children's|Comedy|Drama
1104,34,3,974921424,M,35,11,10023,Babe (1995),Children's|Comedy|Drama
1107,34,5,974919942,F,50,1,2324,Babe (1995),Children's|Comedy|Drama
1109,34,4,974920785,M,18,10,45904,Babe (1995),Children's|Comedy|Drama
1112,34,5,974943753,M,18,6,19104,Babe (1995),Children's|Comedy|Drama
1120,34,4,974912595,M,18,4,95616,Babe (1995),Children's|Comedy|Drama
1121,34,5,1007755688,M,56,7,78701,Babe (1995),Children's|Comedy|Drama
1124,34,3,975705701,M,25,2,60156,Babe (1995),Children's|Comedy|Drama
1125,34,5,974922764,F,18,4,53715,Babe (1995),Children's|Comedy|Drama
1128,34,4,974905043,M,25,1,72701,Babe (1995),Children's|Comedy|Drama
1129,34,5,974907492,M,35,17,22309,Babe (1995),Children's|Comedy|Drama
1133,34,4,974888170,M,18,2,90038,Babe (1995),Children's|Comedy|Drama
1137,34,5,982911187,M,18,4,13165,Babe (1995),Children's|Comedy|Drama
1141,34,4,974875761,F,25,3,84770,Babe (1995),Children's|Comedy|Drama
1145,34,5,974873935,M,50,3,92103,Babe (1995),Children's|Comedy|Drama
1150,34,1,974876048,F,25,20,75226,Babe (1995),Children's|Comedy|Drama
1151,34,3,975035406,M,25,15,46805,Babe (1995),Children's|Comedy|Drama
1158,34,5,974864374,F,35,1,98026,Babe (1995),Children's|Comedy|Drama
1162,34,4,974861662,F,35,0,97213,Babe (1995),Children's|Comedy|Drama
1164,34,5,1030388054,F,25,19,90020,Babe (1995),Children's|Comedy|Drama
1176,34,2,974857232,M,56,1,44256,Babe (1995),Children's|Comedy|Drama
1177,34,5,974858158,F,25,17,1453,Babe (1995),Children's|Comedy|Drama
1179,34,4,974867084,M,50,1,91030,Babe (1995),Children's|Comedy|Drama
1181,34,4,974948522,M,35,7,20716,Babe (1995),Children's|Comedy|Drama
1182,34,4,974917727,M,1,10,91326,Babe (1995),Children's|Comedy|Drama
1184,34,3,974855229,F,25,4,92354,Babe (1995),Children's|Comedy|Drama
1185,34,5,974852410,F,35,1,97374,Babe (1995),Children's|Comedy|Drama
1192,34,5,980904317,M,50,16,98103,Babe (1995),Children's|Comedy|Drama
1194,34,2,1036258250,F,25,1,95617,Babe (1995),Children's|Comedy|Drama
1202,34,4,974857090,M,35,12,97006,Babe (1995),Children's|Comedy|Drama
1203,34,5,974927202,F,25,1,6417,Babe (1995),Children's|Comedy|Drama
1205,34,5,974844216,F,56,0,46814,Babe (1995),Children's|Comedy|Drama
1207,34,5,974845574,M,50,0,43617,Babe (1995),Children's|Comedy|Drama
1211,34,1,974843511,M,18,4,10027,Babe (1995),Children's|Comedy|Drama
1215,34,5,974842224,M,35,17,23602,Babe (1995),Children's|Comedy|Drama
1217,34,5,974840420,M,25,12,94118,Babe (1995),Children's|Comedy|Drama
1218,34,3,976565701,M,56,15,13207,Babe (1995),Children's|Comedy|Drama
1220,34,3,974838803,M,1,10,48073,Babe (1995),Children's|Comedy|Drama
1223,34,1,974838299,M,25,2,60102,Babe (1995),Children's|Comedy|Drama
1224,34,4,974838746,M,50,13,2125,Babe (1995),Children's|Comedy|Drama
1227,34,3,976905132,M,50,1,90027,Babe (1995),Children's|Comedy|Drama
1228,34,5,975353465,M,25,1,94720,Babe (1995),Children's|Comedy|Drama
1229,34,4,974836942,F,25,4,48219,Babe (1995),Children's|Comedy|Drama
1232,34,5,974836282,F,18,4,43235,Babe (1995),Children's|Comedy|Drama
1239,34,4,974832609,F,25,20,50111,Babe (1995),Children's|Comedy|Drama
1241,34,4,974832815,M,1,10,11803,Babe (1995),Children's|Comedy|Drama
1242,34,4,974909176,F,35,0,10014,Babe (1995),Children's|Comedy|Drama
1243,34,3,994719605,M,35,15,92627,Babe (1995),Children's|Comedy|Drama
1244,34,5,974831426,M,25,4,22030,Babe (1995),Children's|Comedy|Drama
1246,34,5,975070921,M,18,4,98225,Babe (1995),Children's|Comedy|Drama
1253,34,4,974824922,F,35,20,76205,Babe (1995),Children's|Comedy|Drama
1255,34,5,974823058,M,25,17,94110,Babe (1995),Children's|Comedy|Drama
1263,34,4,974819783,M,1,10,81301,Babe (1995),Children's|Comedy|Drama
1264,34,5,974820239,M,25,1,53711,Babe (1995),Children's|Comedy|Drama
1265,34,3,1011716691,F,18,20,49321,Babe (1995),Children's|Comedy|Drama
1266,34,5,974862912,M,25,4,18104,Babe (1995),Children's|Comedy|Drama
1271,34,5,974816977,F,45,6,54401,Babe (1995),Children's|Comedy|Drama
1272,34,5,974815710,M,18,20,49506,Babe (1995),Children's|Comedy|Drama
1273,34,3,974816346,M,35,2,19123,Babe (1995),Children's|Comedy|Drama
1274,34,3,974810775,M,45,7,37343,Babe (1995),Children's|Comedy|Drama
1279,34,3,974857078,M,35,1,98502,Babe (1995),Children's|Comedy|Drama
1281,34,5,974793406,M,25,19,97209,Babe (1995),Children's|Comedy|Drama
1282,34,5,974792591,M,50,1,98541,Babe (1995),Children's|Comedy|Drama
1284,34,3,974839335,M,45,16,33334,Babe (1995),Children's|Comedy|Drama
1285,34,4,974832334,M,35,4,98125,Babe (1995),Children's|Comedy|Drama
1288,34,4,974792925,F,35,19,92867,Babe (1995),Children's|Comedy|Drama
1291,34,5,974789626,F,35,0,10011,Babe (1995),Children's|Comedy|Drama
1294,34,3,974874249,F,50,20,11217,Babe (1995),Children's|Comedy|Drama
1298,34,4,974789206,M,35,6,33615,Babe (1995),Children's|Comedy|Drama
1301,34,5,974789336,F,25,2,10475,Babe (1995),Children's|Comedy|Drama
1303,34,3,974787903,M,25,19,94111,Babe (1995),Children's|Comedy|Drama
1317,34,5,975209657,M,45,7,98028,Babe (1995),Children's|Comedy|Drama
1324,34,5,974778512,M,35,16,7030,Babe (1995),Children's|Comedy|Drama
1325,34,4,974777763,M,25,1,75230,Babe (1995),Children's|Comedy|Drama
1330,34,3,974776971,M,56,1,95117,Babe (1995),Children's|Comedy|Drama
1331,34,3,974953684,M,45,0,12065,Babe (1995),Children's|Comedy|Drama
1333,34,5,974778224,M,25,17,6460,Babe (1995),Children's|Comedy|Drama
1336,34,4,974946348,F,50,20,95051,Babe (1995),Children's|Comedy|Drama
1337,34,5,974776412,M,56,17,97146,Babe (1995),Children's|Comedy|Drama
1340,34,4,975124486,M,25,7,14302,Babe (1995),Children's|Comedy|Drama
1343,34,5,975367777,M,35,14,91324,Babe (1995),Children's|Comedy|Drama
1344,34,4,974773618,F,25,9,43420,Babe (1995),Children's|Comedy|Drama
1345,34,5,974773432,F,25,2,75070,Babe (1995),Children's|Comedy|Drama
1347,34,4,974772537,F,18,1,11375,Babe (1995),Children's|Comedy|Drama
1348,34,4,974772844,F,1,10,4240,Babe (1995),Children's|Comedy|Drama
1350,34,4,974772667,F,35,0,90278,Babe (1995),Children's|Comedy|Drama
1351,34,5,974772286,F,25,17,98034,Babe (1995),Children's|Comedy|Drama
1353,34,2,974772068,M,1,10,95926,Babe (1995),Children's|Comedy|Drama
1354,34,3,986920946,F,25,2,94040,Babe (1995),Children's|Comedy|Drama
1356,34,1,974771212,F,18,4,91706,Babe (1995),Children's|Comedy|Drama
1360,34,4,974772956,M,25,20,14895,Babe (1995),Children's|Comedy|Drama
1364,34,5,974768870,F,45,2,97214,Babe (1995),Children's|Comedy|Drama
1367,34,4,974768615,M,25,12,53707,Babe (1995),Children's|Comedy|Drama
1368,34,5,974768849,F,25,3,50266,Babe (1995),Children's|Comedy|Drama
1369,34,3,974773371,M,25,5,12308,Babe (1995),Children's|Comedy|Drama
1374,34,4,974768563,M,50,1,91403,Babe (1995),Children's|Comedy|Drama
1376,34,4,974867589,F,45,1,32750,Babe (1995),Children's|Comedy|Drama
1380,34,3,975010900,M,1,10,58078,Babe (1995),Children's|Comedy|Drama
1381,34,3,974767228,M,18,11,89170,Babe (1995),Children's|Comedy|Drama
1383,34,4,974767511,F,25,7,19806,Babe (1995),Children's|Comedy|Drama
1389,34,5,975024924,M,25,17,19801,Babe (1995),Children's|Comedy|Drama
1391,34,5,974862351,M,35,15,20723,Babe (1995),Children's|Comedy|Drama
1392,34,3,974765029,M,45,3,90006,Babe (1995),Children's|Comedy|Drama
1395,34,3,975005656,M,25,2,7026,Babe (1995),Children's|Comedy|Drama
1396,34,5,974764999,F,25,12,94530,Babe (1995),Children's|Comedy|Drama
1401,34,4,974763557,F,18,1,94578,Babe (1995),Children's|Comedy|Drama
1402,34,4,974763995,M,18,4,90601,Babe (1995),Children's|Comedy|Drama
1404,34,4,974764658,M,50,16,91360,Babe (1995),Children's|Comedy|Drama
1406,34,4,974762924,M,25,4,91911,Babe (1995),Children's|Comedy|Drama
1407,34,5,974762587,F,35,15,53704,Babe (1995),Children's|Comedy|Drama
1420,34,4,974767210,M,18,4,1375,Babe (1995),Children's|Comedy|Drama
1422,34,4,975693063,M,35,17,55934,Babe (1995),Children's|Comedy|Drama
1425,34,5,976932258,M,1,10,8872,Babe (1995),Children's|Comedy|Drama
1426,34,4,974763515,M,18,14,94070,Babe (1995),Children's|Comedy|Drama
1434,34,1,974760799,F,1,10,495321,Babe (1995),Children's|Comedy|Drama
1440,34,4,974757971,M,35,12,94520,Babe (1995),Children's|Comedy|Drama
1442,34,1,974761343,M,18,2,12345,Babe (1995),Children's|Comedy|Drama
1447,34,4,981021751,M,18,4,80521,Babe (1995),Children's|Comedy|Drama
1448,34,4,976122590,F,25,3,17522,Babe (1995),Children's|Comedy|Drama
1449,34,3,975436938,M,35,20,17112,Babe (1995),Children's|Comedy|Drama
1450,34,4,974768402,M,18,4,94704,Babe (1995),Children's|Comedy|Drama
1457,34,3,974756859,M,25,1,95472,Babe (1995),Children's|Comedy|Drama
1458,34,4,989959327,M,1,0,8055,Babe (1995),Children's|Comedy|Drama
1459,34,4,974842142,F,25,0,80027,Babe (1995),Children's|Comedy|Drama
1465,34,2,974756268,M,50,16,93003,Babe (1995),Children's|Comedy|Drama
1470,34,5,974915568,M,18,4,94118,Babe (1995),Children's|Comedy|Drama
1476,34,5,974753317,F,18,0,91030,Babe (1995),Children's|Comedy|Drama
1481,34,5,974752497,M,35,17,77096,Babe (1995),Children's|Comedy|Drama
1484,34,4,974752249,M,25,12,7054,Babe (1995),Children's|Comedy|Drama
1485,34,4,974751855,F,25,9,80538,Babe (1995),Children's|Comedy|Drama
1489,34,2,975121109,F,35,2,60201,Babe (1995),Children's|Comedy|Drama
1491,34,4,974753032,M,18,4,6511,Babe (1995),Children's|Comedy|Drama
1492,34,5,974750318,M,25,12,98102,Babe (1995),Children's|Comedy|Drama
1493,34,4,974749484,F,25,14,60657,Babe (1995),Children's|Comedy|Drama
1495,34,5,974762070,M,18,0,77341,Babe (1995),Children's|Comedy|Drama
1501,34,4,974932093,M,25,11,75801,Babe (1995),Children's|Comedy|Drama
1502,34,3,974750437,M,18,4,12188,Babe (1995),Children's|Comedy|Drama
1503,34,4,974763367,M,25,12,92688,Babe (1995),Children's|Comedy|Drama
1505,34,4,983670853,M,50,11,90041,Babe (1995),Children's|Comedy|Drama
1507,34,5,974748491,M,35,17,95476,Babe (1995),Children's|Comedy|Drama
1523,34,4,974745297,M,25,17,95209,Babe (1995),Children's|Comedy|Drama
1524,34,3,981318715,M,18,4,6459,Babe (1995),Children's|Comedy|Drama
1530,34,4,974745183,M,25,4,53711,Babe (1995),Children's|Comedy|Drama
1542,34,5,974744421,M,18,17,12054,Babe (1995),Children's|Comedy|Drama
1543,34,4,974750150,M,25,11,10549,Babe (1995),Children's|Comedy|Drama
1546,34,5,974742694,M,25,4,22903,Babe (1995),Children's|Comedy|Drama
1552,34,5,974742320,M,45,20,10021,Babe (1995),Children's|Comedy|Drama
1553,34,5,974741484,F,25,15,64116,Babe (1995),Children's|Comedy|Drama
1556,34,2,999178240,M,18,4,48073,Babe (1995),Children's|Comedy|Drama
1565,34,2,974739524,M,45,17,78731,Babe (1995),Children's|Comedy|Drama
1571,34,4,974737505,M,25,20,98033,Babe (1995),Children's|Comedy|Drama
1577,34,5,974740100,M,56,0,72227-5733,Babe (1995),Children's|Comedy|Drama
1579,34,3,976641779,M,25,0,60201,Babe (1995),Children's|Comedy|Drama
1581,34,2,974749432,F,18,4,10003,Babe (1995),Children's|Comedy|Drama
1584,34,5,976774961,M,25,19,45701,Babe (1995),Children's|Comedy|Drama
1585,34,4,974736345,M,56,20,92315,Babe (1995),Children's|Comedy|Drama
1586,34,5,974735557,M,45,7,77351,Babe (1995),Children's|Comedy|Drama
1587,34,5,974738104,F,25,3,30308,Babe (1995),Children's|Comedy|Drama
1588,34,5,974735108,M,25,11,22043,Babe (1995),Children's|Comedy|Drama
1591,34,5,974740030,M,50,7,26501,Babe (1995),Children's|Comedy|Drama
1592,34,3,974734484,M,35,7,50111,Babe (1995),Children's|Comedy|Drama
1593,34,4,974755213,M,25,16,78411,Babe (1995),Children's|Comedy|Drama
1594,34,5,975212451,F,35,20,10013,Babe (1995),Children's|Comedy|Drama
1599,34,3,974732272,M,25,0,92646,Babe (1995),Children's|Comedy|Drama
1600,34,5,974754381,M,35,7,8234,Babe (1995),Children's|Comedy|Drama
1601,34,5,974732815,M,25,12,83001,Babe (1995),Children's|Comedy|Drama
1603,34,4,974731634,F,25,0,13326,Babe (1995),Children's|Comedy|Drama
1605,34,4,974927513,F,18,0,28270,Babe (1995),Children's|Comedy|Drama
1609,34,3,974740138,F,35,9,6830,Babe (1995),Children's|Comedy|Drama
1611,34,4,992611111,M,25,0,3867,Babe (1995),Children's|Comedy|Drama
1613,34,4,974731934,M,18,20,61801,Babe (1995),Children's|Comedy|Drama
1618,34,5,974728223,M,50,0,44139,Babe (1995),Children's|Comedy|Drama
1626,34,5,974723352,M,18,4,10010,Babe (1995),Children's|Comedy|Drama
1628,34,5,974718206,M,18,20,90028,Babe (1995),Children's|Comedy|Drama
1631,34,5,974719552,F,50,0,94514,Babe (1995),Children's|Comedy|Drama
1632,34,2,974717367,M,25,16,94120,Babe (1995),Children's|Comedy|Drama
1634,34,5,974717366,F,56,0,38340,Babe (1995),Children's|Comedy|Drama
1635,34,4,974771773,M,25,0,97212,Babe (1995),Children's|Comedy|Drama
1636,34,3,974963337,F,25,19,60612,Babe (1995),Children's|Comedy|Drama
1639,34,4,974773415,M,25,17,95405,Babe (1995),Children's|Comedy|Drama
1641,34,3,974714793,M,25,0,95819,Babe (1995),Children's|Comedy|Drama
1647,34,3,974807256,M,18,18,98118,Babe (1995),Children's|Comedy|Drama
1650,34,4,974713342,M,25,19,94607,Babe (1995),Children's|Comedy|Drama
1655,34,5,974711162,M,18,4,94507,Babe (1995),Children's|Comedy|Drama
1657,34,4,974711303,F,45,0,10022,Babe (1995),Children's|Comedy|Drama
1658,34,4,974717325,F,35,6,94214,Babe (1995),Children's|Comedy|Drama
1671,34,5,974712278,M,35,0,98368,Babe (1995),Children's|Comedy|Drama
1672,34,3,974709708,M,25,17,93933,Babe (1995),Children's|Comedy|Drama
1674,34,4,974709535,M,35,2,95816,Babe (1995),Children's|Comedy|Drama
1676,34,5,974794761,M,18,4,91301,Babe (1995),Children's|Comedy|Drama
1680,34,3,974711349,M,25,20,95380,Babe (1995),Children's|Comedy|Drama
1684,34,5,974708795,M,18,3,85226,Babe (1995),Children's|Comedy|Drama
1685,34,2,974713870,M,35,12,95833,Babe (1995),Children's|Comedy|Drama
1690,34,3,974712100,M,35,16,98029,Babe (1995),Children's|Comedy|Drama
1692,34,4,974709519,M,35,20,97333,Babe (1995),Children's|Comedy|Drama
1693,34,4,974710836,M,25,12,98684,Babe (1995),Children's|Comedy|Drama
1697,34,4,974708225,F,18,4,98052,Babe (1995),Children's|Comedy|Drama
1698,34,5,974772610,M,35,2,97214,Babe (1995),Children's|Comedy|Drama
1706,34,4,974709043,M,25,20,19134,Babe (1995),Children's|Comedy|Drama
1707,34,4,974876610,M,50,1,95070,Babe (1995),Children's|Comedy|Drama
1709,34,5,974706423,M,25,0,73147,Babe (1995),Children's|Comedy|Drama
1712,34,4,980389857,M,25,0,73003,Babe (1995),Children's|Comedy|Drama
1714,34,4,974707190,M,25,17,43212,Babe (1995),Children's|Comedy|Drama
1716,34,5,974709064,M,25,0,43229,Babe (1995),Children's|Comedy|Drama
1717,34,5,997438742,F,50,6,30307,Babe (1995),Children's|Comedy|Drama
1733,34,4,998868711,M,18,14,43725,Babe (1995),Children's|Comedy|Drama
1735,34,3,974704504,M,18,20,30605,Babe (1995),Children's|Comedy|Drama
1737,34,3,977003878,M,35,20,46614,Babe (1995),Children's|Comedy|Drama
1739,34,3,974705708,M,56,16,77079,Babe (1995),Children's|Comedy|Drama
1741,34,5,974711046,M,35,7,91107,Babe (1995),Children's|Comedy|Drama
1744,34,4,974705283,M,35,12,50325,Babe (1995),Children's|Comedy|Drama
1747,34,1,974704561,M,25,0,90638,Babe (1995),Children's|Comedy|Drama
1749,34,3,974842608,M,25,2,10040,Babe (1995),Children's|Comedy|Drama
1752,34,3,975733096,M,25,3,96813,Babe (1995),Children's|Comedy|Drama
1758,34,5,974784873,F,25,0,33067-1400,Babe (1995),Children's|Comedy|Drama
1767,34,4,974702929,M,25,20,75205,Babe (1995),Children's|Comedy|Drama
1773,34,4,974700681,M,18,4,7030,Babe (1995),Children's|Comedy|Drama
1776,34,3,974870945,M,25,0,45801,Babe (1995),Children's|Comedy|Drama
1778,34,4,974704389,M,18,4,94704,Babe (1995),Children's|Comedy|Drama
1780,34,4,974701188,M,35,1,22181,Babe (1995),Children's|Comedy|Drama
1796,34,2,974699228,M,50,11,20852,Babe (1995),Children's|Comedy|Drama
1797,34,4,974701703,M,35,7,52003,Babe (1995),Children's|Comedy|Drama
1800,34,4,974741881,M,18,4,70118,Babe (1995),Children's|Comedy|Drama
1802,34,4,974744374,M,18,4,22903,Babe (1995),Children's|Comedy|Drama
1806,34,5,974737098,M,18,4,22032,Babe (1995),Children's|Comedy|Drama
1818,34,4,974758518,M,1,8,2254,Babe (1995),Children's|Comedy|Drama
1823,34,5,974698198,F,35,1,92801,Babe (1995),Children's|Comedy|Drama
1825,34,3,974731219,M,25,7,50310,Babe (1995),Children's|Comedy|Drama
1828,34,4,974698620,M,18,4,7030,Babe (1995),Children's|Comedy|Drama
1829,34,5,974698273,M,25,16,7302,Babe (1995),Children's|Comedy|Drama
1835,34,5,974881318,M,25,19,11501,Babe (1995),Children's|Comedy|Drama
1836,34,4,974824733,M,25,0,10016,Babe (1995),Children's|Comedy|Drama
